player_id,name,position,team,rank_value,bye,status
6039,Ty Johnson,RB,BUF,358.0,0,Active
8230,Ty Chandler,RB,MIN,358.0,0,Active
5086,Marquez Valdes-Scantling,WR,SF,358.0,0,Active
7694,Tommy Tremble,TE,CAR,358.0,0,Active
6845,Zack Moss,RB,FA,358.0,0,Active
7593,Trey Sermon,RB,PIT,358.0,0,Active
8116,Pierre Strong Jr.,RB,FA,358.0,0,Active
10871,Luke Schoonmaker,TE,DAL,358.0,0,Active
8177,Grant Calcaterra,TE,PHI,358.0,0,Active
4219,Jeremy McNichols,RB,WAS,376.0,0,Active
3976,Mitchell Trubisky,QB,BUF,376.0,0,Active
5970,Greg Dortch,WR,ARI,376.0,0,Active
8160,Kenny Pickett,QB,LV,376.0,0,Active
4177,Mack Hollins,WR,NE,376.0,0,Active
7527,Mac Jones,QB,SF,376.0,0,Active
8162,Sam Howell,QB,PHI,376.0,0,Active
5248,Gus Edwards,RB,FA,376.0,0,Active
8208,Tyler Badie,RB,DEN,376.0,0,Active
11199,Emari Demercado,RB,ARI,376.0,0,Active
5985,Foster Moreau,TE,NO,376.0,0,Active
4718,Dare Ogunbowale,RB,HOU,376.0,0,Active
12478,Nick Nash,WR,ATL,376.0,0,Active
6659,Craig Reynolds,RB,DET,376.0,0,Active
6011,Gardner Minshew II,QB,KC,376.0,0,Active
2307,Marcus Mariota,QB,WAS,376.0,0,Active
6820,Clyde Edwards-Helaire,RB,KC,376.0,0,Active
11557,Joe Milton III,QB,DAL,376.0,0,Active
8161,Malik Willis,QB,GB,376.0,0,Active
8254,Julius Chestnut,RB,TEN,376.0,0,Active
6963,Patrick Taylor Jr.,RB,SF,376.0,0,Active
3634,Kalif Raymond,WR,DET,376.0,0,Active
7535,Hunter Long,TE,JAC,376.0,0,Active
7607,Michael Carter,RB,ARI,376.0,0,Active
4040,JuJu Smith-Schuster,WR,KC,376.0,0,Active
7602,Kylen Granson,TE,PHI,423.0,0,Active
11729,Sione Vaki,RB,DET,423.0,0,Active
7595,Tylan Wallace,WR,BAL,423.0,0,Active
12725,Luke Lachey,TE,FA,423.0,0,Active
7538,Zach Wilson,QB,MIA,423.0,0,Active
8145,Jeremy Ruckert,TE,NYJ,423.0,0,Active
11574,Dylan Laube,RB,LV,423.0,0,Active
1837,Jimmy Garoppolo,QB,LAR,423.0,0,Active
4017,Deshaun Watson,QB,CLE,423.0,0,Active
8188,Tyquan Thornton,WR,KC,423.0,0,Active
6960,Tyler Johnson,WR,FA,423.0,0,Active
5973,Josh Oliver,TE,MIN,423.0,0,Active
12889,Beaux Collins,WR,NYG,423.0,0,Active
827,Tyrod Taylor,QB,NYJ,423.0,0,Active
